"participant_id","age","sex","society_type","university_degree","education_subject","appear_online_test_2_years","condition","time_question","device_changed_question","browser_changed_question","question_number","answer_correct","cheated_question","cheated_overall","device_changed_overall","browser_changed_overall","test_score","UX_Pragmatic","UX_Hedonic","UX_overall","panas_interested","panas_distressed","panas_excited","panas_upset","panas_strong","panas_guilty","panas_scared","panas_hostile","panas_enthusiastic","panas_proud","panas_irritable","panas_alert","panas_ashamed","panas_inspired","panas_nervous","panas_determined","panas_attentive","panas_jittery","panas_active","panas_afraid","positive_emotion","negative_emotion","self_efficacy","preference_for_message","correct_interpretation","not_noticed","reminded_honesty","determined_not_to_cheat","distracted","stopped_cheating","incentivised_to_look_online","no_impact","focussed_on_solving_questions","neutral_impact","feeling_watched","feeling_uncomfortable","feeling_disappointed","feeling_concerned","feeling_stressed","feeling_silly","feeling_criticised","feeling_sad","feeling_guilty","feeling_panicked","feeling_scared","feeling_worried","feeling_anxious","feeling_nervous","feeling_alerted","feeling_warned","feeling_cautious","feeling_rushed","feeling_annoyed","feeling_threatened","feeling_invaded","feeling_judged","feeling_untrusted","feeling_confused","feeling_bluffed","feeling_wasted","feeling_safe","feeling_relaxed","feeling_aware","feeling_normal","feeling_disciplined","feeling_motivated","feeling_proud","feeling_convinced","positive_views_on_others","negative_views_on_others","neutral_views_on_others","similar_views_on_others"
"P409","32","0","0","0","Other","11-20","Warning","21","0","0","5","0","0","0","0","0","0","-0.25","1.75","0.75","5","2","3","2","3","1","2","1","4","3","4","4","1","4","2","5","3","1","2","2","3.6","1.8","3.25","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"P338","42","1","0","0","Arts","6-10","Honor code reminder","43","0","0","5","0","0","0","0","0","0","1","1.25","1.125","4","3","4","2","3","1","1","1","4","2","2","4","1","3","2","4","4","1","4","1","3.6","1.5","3.5","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"P369","36","1","0","1","Social","1-5","Warning","38","0","0","5","0","0","0","0","0","0","1","2","1.5","4","2","3","2","3","1","1","1","4","2","2","4","1","2","3","4","4","2","4","1","3.4","1.6","3.125","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P388","32","1","0","1","Arts","1-5","Control","77","0","0","5","0","0","0","0","0","0","0.25","0.25","0.25","4","3","2","1","2","1","1","1","3","2","2","4","1","2","1","3","4","1","3","1","2.9","1.3","2.125","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P407","44","0","0","0","STEM","6-10","Warning","40","0","0","5","0","0","0","0","0","0","2","-1","0.5","3","1","1","1","2","1","1","1","2","1","1","3","1","1","2","2","3","1","2","1","2","1.1","4","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P327","35","0","0","1","Arts","1-5","Honor code reminder","51","0","0","5","0","0","0","0","0","0","2.5","2.5","2.5","4","2","1","1","1","1","1","1","1","1","1","5","1","3","1","4","1","1","4","1","2.5","1.1","4.25","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P387","35","0","0","1","STEM","None","Warning","22","0","0","5","0","0","0","0","0","0","1.25","-0.5","0.375","3","1","2","1","2","1","2","3","2","1","3","2","1","1","4","2","3","4","2","1","2","2.1","1.125","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P404","30","0","0","1","Social","None","Monitoring","25","0","0","5","0","0","0","0","0","0","-1.5","1","-0.25","4","2","3","1","1","1","1","1","4","3","1","4","1","3","1","4","4","3","4","1","3.4","1.3","2","3","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P372","28","0","0","1","STEM","1-5","Control","52","0","0","5","0","0","0","0","0","0","1","-0.5","0.25","3","3","2","1","1","1","1","1","2","1","1","3","1","1","1","2","3","1","2","1","2","1.2","3.75","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P380","23","0","0","1","STEM","6-10","Control","112","0","0","5","0","0","0","0","0","0","-1.5","0","-0.75","3","5","2","5","1","1","2","1","2","1","4","5","1","1","2","3","5","2","5","3","2.8","2.6","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P364","51","1","0","1","STEM","31 or above","Control","68","0","0","5","0","0","0","0","0","0","2.25","1.5","1.875","5","2","4","1","3","1","2","1","5","2","1","4","2","3","2","4","5","1","4","1","3.9","1.4","3.875","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P421","52","1","0","1","Healthcare","1-5","Control","37","0","0","5","0","0","0","0","0","0","-0.25","-1.25","-0.75","2","4","1","3","1","1","4","2","3","2","4","4","2","2","4","3","4","3","3","3","2.5","3","2.125","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P408","54","1","0","0","Other","11-20","Monitoring","26","0","1","5","0","1","1","0","1","0","0.75","0.75","0.75","4","1","2","1","3","1","1","1","4","3","1","4","1","4","2","4","5","1","4","1","3.7","1.1","4.25","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"P339","26","1","0","0","STEM","1-5","Warning","56","0","0","5","0","0","0","0","0","0","2","1.75","1.875","4","3","3","1","1","1","1","1","2","1","1","4","1","1","1","2","3","1","2","1","2.3","1.2","2.125","4","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P386","38","1","0","1","Arts","31 or above","Control","24","0","0","5","0","1","1","0","0","0","-1.75","-1","-1.375","4","2","4","2","1","1","1","1","4","1","3","3","1","3","4","4","4","4","4","1","3.2","2","1.875","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P365","21","0","0","1","STEM","1-5","Monitoring","94","0","1","5","0","1","1","0","1","0","2.5","-0.5","1","4","2","3","1","4","1","1","1","4","4","1","4","1","4","2","5","5","2","5","1","4.2","1.3","5","5","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"P379","24","1","0","1","Social","11-20","Monitoring","125","0","0","5","0","1","1","0","0","0","1.25","-1","0.125","5","2","3","1","4","1","2","3","4","5","2","5","1","2","1","5","4","3","5","1","4.2","1.7","4.25","4","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P406","40","0","0","0","Business","None","Monitoring","21","0","0","5","0","0","0","0","0","0","2.25","-0.75","0.75","4","3","2","3","1","2","1","4","1","1","4","2","4","1","4","3","4","4","2","3","2.1","3.2","2.75","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P343","31","1","0","1","STEM","1-5","Warning","150","0","0","5","0","0","0","0","0","0.25","-1.25","1.75","0.25","4","4","3","2","2","2","1","1","4","2","3","4","1","1","3","3","4","4","4","2","3.1","2.3","3.625","4","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P453","47","0","0","1","Business","None","Warning","18","0","0","5","0","0","0","0","0","0","-0.25","0","-0.125","4","1","2","1","1","1","1","1","3","1","1","4","1","1","1","4","4","1","3","1","2.7","1","2.125","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"P352","38","1","0","1","Arts","11-20","Monitoring","48","0","0","5","0","0","0","0","0","0","1.5","1","1.25","4","2","2","1","1","1","1","1","3","2","3","3","1","1","2","3","4","1","2","1","2.5","1.4","3.875","4","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"P410","37","0","0","0","Other","31 or above","Control","43","0","0","5","0","0","0","0","0","0","1","1.5","1.25","5","4","5","1","2","1","2","2","4","3","1","5","2","3","4","5","5","2","4","2","4.1","2.1","3.125","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P391","34","1","0","0","Social","None","Warning","35","0","0","5","0","0","0","0","0","0","0.75","-0.25","0.25","2","1","2","1","2","1","1","1","2","1","2","3","1","1","3","4","2","3","4","1","2.3","1.5","3.375","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P356","60","1","0","0","Arts","31 or above","Monitoring","103","0","0","5","0","0","0","0","0","0","0.5","0.75","0.625","4","2","2","1","1","1","1","1","2","1","2","4","1","1","1","2","5","1","4","1","2.6","1.2","2.625","4","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P411","52","1","0","1","STEM","1-5","Monitoring","51","0","0","5","0","0","0","0","0","0","-0.75","1.5","0.375","4","1","4","1","2","1","1","1","3","1","1","4","1","2","1","4","5","1","4","1","3.3","1","4","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P332","24","1","0","0","Business","1-5","Control","169","0","0","5","0","1","1","0","0","0","2.25","-0.25","1","3","3","2","2","1","2","2","2","2","2","3","3","1","2","3","3","3","1","2","1","2.3","2","3.375","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P399","47","0","0","0","Business","1-5","Honor code reminder","75","0","0","5","0","0","0","0","0","0","0.25","1.5","0.875","4","3","4","3","1","1","2","1","3","2","2","3","1","2","3","3","3","3","3","2","2.8","2.1","2.875","3","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"P405","53","0","0","0","Business","1-5","Honor code reminder","64","0","0","5","0","0","0","0","0","0","-3","0","-1.5","3","2","2","1","3","1","1","1","3","1","1","3","1","3","3","3","3","3","3","1","2.7","1.5","3.875","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P400","62","1","0","0","Arts","31 or above","Monitoring","59","0","0","5","0","0","0","0","0","0","-1.25","-2.25","-1.75","3","3","1","2","1","1","1","3","2","1","4","3","1","1","1","2","4","2","3","1","2.1","1.9","1.25","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"P441","24","0","0","1","Arts","1-5","Warning","45","0","0","5","0","0","0","0","0","0","0.25","0.25","0.25","3","3","2","2","1","1","2","1","2","1","2","3","1","1","2","2","3","2","3","2","2.1","1.8","2.125","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P355","38","1","0","0","Other","11-20","Honor code reminder","115","0","0","5","0","0","0","0","0","0.25","1.5","-0.25","0.625","4","2","4","1","2","1","2","1","3","2","1","3","1","2","4","3","3","2","3","1","2.9","1.6","3.25","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P373","62","1","0","1","STEM","None","Honor code reminder","106","0","0","5","0","0","0","0","0","0","1","0.25","0.625","5","2","3","2","1","1","1","1","3","2","1","3","1","1","3","4","4","1","5","1","3.1","1.4","3.125","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P329","29","0","1","0","Other","11-20","Honor code reminder","136","0","0","5","0","1","1","0","0","0","1.25","0.75","1","4","3","4","2","4","1","3","1","1","3","4","4","1","3","4","3","4","3","4","1","3.4","2.3","3.625","4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P463","22","1","0","1","Arts","1-5","Control","33","0","0","5","0","0","0","0","0","0","0","-1.25","-0.625","2","1","1","1","1","1","1","1","2","1","2","1","1","1","1","1","2","1","1","1","1.3","1.1","3.75","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P378","21","1","0","1","STEM","6-10","Honor code reminder","116","0","0","5","0","0","0","0","0","0","1.5","-0.25","0.625","4","2","1","3","2","3","3","2","2","2","3","2","3","2","3","1","4","2","3","3","2.3","2.7","3.125","3","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"P430","30","0","0","1","Other","6-10","Honor code reminder","20","0","0","5","0","0","0","0","0","0","2.5","1.5","2","4","3","2","1","3","1","2","1","4","4","2","4","1","3","3","4","4","1","3","1","3.5","1.6","3.75","5","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"P394","54","0","0","0","Other","11-20","Monitoring","70","0","0","5","0","0","0","0","0","0","-1.75","-0.25","-1","3","2","3","2","3","3","2","3","3","2","2","3","3","3","3","2","3","2","2","2","2.7","2.4","3.25","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P366","31","1","0","0","Business","6-10","Control","70","0","0","5","0","0","0","0","0","0","0.25","1","0.625","4","2","4","1","4","1","2","1","4","4","2","4","1","5","1","5","5","1","4","1","4.3","1.3","4","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P414","63","0","0","1","Business","31 or above","Monitoring","83","0","0","5","0","0","0","0","0","0","-0.5","0.5","0","4","2","4","1","2","1","1","1","4","1","1","5","1","1","2","4","5","1","5","1","3.5","1.2","2.5","2","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"P367","39","0","0","1","STEM","6-10","Monitoring","27","0","0","5","0","0","0","0","0","0.25","3","2.25","2.625","4","1","3","1","2","1","1","1","4","3","1","4","1","1","3","5","5","2","3","1","3.4","1.3","3.5","4","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"P362","37","0","1","1","Social","None","Control","36","0","0","5","0","0","0","0","0","0","2","1","1.5","5","1","3","4","3","1","1","1","2","2","4","4","3","2","2","3","4","2","4","1","3.2","2","2.5","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P360","31","0","0","1","Business","None","Control","206","0","0","5","0","0","0","0","0","0","1.5","0.5","1","3","4","2","3","2","3","1","1","2","1","1","3","1","1","1","3","4","1","3","2","2.4","1.8","1.875","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P351","39","1","0","0","Social","1-5","Monitoring","102","0","1","5","0","1","1","0","1","0","2.5","0.25","1.375","5","1","4","1","3","1","1","1","5","3","2","5","1","4","4","5","5","3","4","1","4.3","1.6","4.375","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P418","30","0","0","0","Business","31 or above","Monitoring","44","0","0","5","0","0","0","0","0","0","3","3","3","5","1","4","1","3","1","1","1","5","4","1","4","1","4","3","5","5","3","5","3","4.4","1.6","3.625","5","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0"
"P358","58","1","0","0","Other","6-10","Honor code reminder","111","0","0","5","0","0","0","0","0","0","-1","0.25","-0.375","2","2","3","3","1","1","2","1","3","1","1","4","2","1","2","4","4","2","3","2","2.6","1.8","3","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P385","51","1","0","1","Business","31 or above","Honor code reminder","99","0","0","5","0","0","0","0","0","0.33333333333333","-1","1.5","0.25","4","3","3","2","1","2","1","1","3","2","2","4","2","4","3","5","5","4","4","2","3.5","2.2","2.625","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
